iteration,l1_loss,ssim,total_loss,ema_loss,num_gaussians
84600,0.0479687,0.8029220,0.1076124,0.1151427,2248962
84700,0.0529092,0.6979958,0.1525472,0.1568612,2248962
84800,0.0875472,0.6252682,0.2024210,0.1804856,2248962
84900,0.0515590,0.8047634,0.1090300,0.1344419,2248962
85000,0.0743071,0.7187294,0.1570925,0.1599508,2248962
85100,0.0796229,0.6020555,0.2069515,0.1686564,2248962
85200,0.0744865,0.7097296,0.1608000,0.1264315,2248962
85300,0.0773100,0.6674030,0.1794248,0.1725934,2248962
85400,0.0984215,0.4626845,0.2739791,0.1851978,2248962
85500,0.0771828,0.7596204,0.1424615,0.1573265,2248962
85600,0.0821753,0.7031082,0.1680619,0.1533496,2248962
85700,0.0820894,0.5416459,0.2325953,0.1734413,2248962
85800,0.0799132,0.5882113,0.2126634,0.1959103,2248962
85900,0.0323839,0.8984245,0.0600605,0.1140359,2248962
86000,0.0837108,0.5679486,0.2230470,0.1973979,2248962
86100,0.0870004,0.5274560,0.2412178,0.1705603,2248962
86200,0.0756628,0.6568812,0.1826452,0.1849705,2248962
86300,0.0717604,0.6983273,0.1637253,0.1562579,2248962
86400,0.0931809,0.7015012,0.1753081,0.1554047,2248962
86500,0.0412562,0.7566962,0.1220752,0.1727595,2288082
86600,0.0797215,0.6197908,0.1999166,0.2011516,2288082
86700,0.0496223,0.8074762,0.1067829,0.1314462,2288082
86800,0.0632860,0.7225913,0.1489351,0.1381287,2288082
86900,0.0819906,0.6659805,0.1828022,0.1644964,2288082
87000,0.0593189,0.6298780,0.1836401,0.1959055,2288082
87100,0.0773506,0.8047440,0.1245127,0.1582973,2288082
87200,0.0832943,0.6546852,0.1881025,0.1549290,2288082
87300,0.0738610,0.7513615,0.1437720,0.1426281,2288082
87400,0.0563450,0.8463351,0.0952730,0.1234449,2288082
87500,0.0676437,0.7197322,0.1526934,0.1724940,2288082
87600,0.0662541,0.7091181,0.1561052,0.1284228,2288082
87700,0.0643583,0.7645369,0.1328003,0.1539704,2288082
87800,0.0750418,0.7109615,0.1606405,0.1869110,2288082
87900,0.0366229,0.7916474,0.1053148,0.1022670,2288082
88000,0.0660568,0.7537004,0.1381539,0.1375559,2288082
88100,0.0385784,0.8115958,0.0985088,0.1388440,2288082
88200,0.0941509,0.4825832,0.2634572,0.1865133,2288082
88300,0.0793418,0.6926019,0.1705643,0.1398816,2288082
88400,0.0832311,0.5865427,0.2153216,0.1593059,2288082
88500,0.0295084,0.8900435,0.0616876,0.1347741,2288082
88600,0.0659245,0.7746981,0.1296754,0.1338272,2288082
88700,0.0218854,0.8986680,0.0536640,0.1246239,2340627
88800,0.0883202,0.5781331,0.2217389,0.1915915,2340627
88900,0.0545342,0.6528070,0.1715977,0.1657919,2340627
89000,0.0548597,0.8377337,0.0978224,0.1202876,2340627
89100,0.0491982,0.8135270,0.1041081,0.1111041,2340627
89200,0.0816629,0.6807147,0.1767119,0.1691272,2340627
89300,0.0400079,0.8738676,0.0744577,0.1260970,2340627
89400,0.0366333,0.8263312,0.0914475,0.1315835,2340627
89500,0.0611575,0.8149329,0.1107213,0.1256002,2340627
89600,0.0859280,0.7040811,0.1699244,0.1503674,2340627
89700,0.0774944,0.6582710,0.1831883,0.1401514,2340627
89800,0.0489215,0.7868328,0.1146198,0.1282141,2340627
89900,0.0569559,0.7591625,0.1305085,0.1772398,2340627
90000,0.0907636,0.6341857,0.2007839,0.1467550,2340627
90100,0.0691114,0.7801645,0.1294010,0.1716473,2340627
90200,0.0741650,0.6566777,0.1818279,0.1857922,2340627
90300,0.0454953,0.8411840,0.0908236,0.1002211,2340627
90400,0.0875460,0.6698067,0.1846049,0.1641386,2340627
90500,0.0371470,0.8323036,0.0893667,0.1242147,2340627
90600,0.0679823,0.8259901,0.1103933,0.1085683,2340627
90700,0.0920495,0.4784342,0.2638561,0.1981775,2340627
90800,0.0650441,0.7369215,0.1442578,0.1600448,2340627
90900,0.0777787,0.7101113,0.1626227,0.1807184,2359247
91000,0.0898766,0.6688511,0.1863855,0.1640163,2359247
91100,0.0601626,0.6933780,0.1587464,0.1596372,2359247
91200,0.0758337,0.7857442,0.1312025,0.1413797,2359247
91300,0.0822491,0.6054978,0.2071503,0.1702811,2359247
91400,0.0252216,0.8948487,0.0571935,0.1092619,2359247
91500,0.0660613,0.8046857,0.1177625,0.1230141,2359247
91600,0.0744883,0.7033323,0.1633600,0.1614194,2359247
91700,0.0197719,0.9702396,0.0237673,0.1020725,2359247
91800,0.0874301,0.6287146,0.2009723,0.1667589,2359247
91900,0.0384937,0.9444917,0.0452995,0.1179205,2359247
92000,0.0634039,0.8272864,0.1071278,0.1246110,2359247
92100,0.0270302,0.8738606,0.0666739,0.1010905,2359247
92200,0.0496906,0.8172449,0.1029164,0.1271431,2359247
92300,0.0796002,0.5958219,0.2094314,0.1732917,2359247
92400,0.1043029,0.5124601,0.2575977,0.1930580,2359247
92500,0.0376086,0.8847268,0.0686745,0.1208629,2359247
92600,0.0664245,0.8941184,0.0822074,0.0930130,2359247
92700,0.0381921,0.7702078,0.1148322,0.1308394,2359247
92800,0.0497755,0.7034459,0.1484870,0.1538359,2359247
92900,0.0811785,0.7358428,0.1543700,0.1664951,2359247
93000,0.0788295,0.7108319,0.1629650,0.1639723,2359247
93100,0.0623545,0.7264600,0.1468287,0.1554895,2376569
93200,0.0649898,0.7842430,0.1252967,0.1272077,2376569
93300,0.0629816,0.7720834,0.1289556,0.1153622,2376569
93400,0.0505941,0.6902817,0.1542438,0.1434707,2376569
93500,0.0539151,0.7644243,0.1265794,0.1215295,2376569
93600,0.0371146,0.8273832,0.0913155,0.1520748,2376569
93700,0.0666803,0.7786995,0.1285284,0.1443696,2376569
93800,0.0889962,0.6081601,0.2101337,0.1627562,2376569
93900,0.0338274,0.8055241,0.0980868,0.1271470,2376569
94000,0.0850443,0.5352503,0.2369265,0.1742214,2376569
94100,0.0623389,0.7446698,0.1395354,0.1702408,2376569
94200,0.0758111,0.6165922,0.1988498,0.1404738,2376569
94300,0.0573395,0.7844390,0.1206281,0.1438228,2376569
94400,0.0773335,0.6779334,0.1752267,0.1593858,2376569
94500,0.0591783,0.8266812,0.1048345,0.1384470,2376569
94600,0.0444637,0.8388411,0.0911418,0.1483903,2376569
94700,0.0955219,0.6323416,0.2043765,0.2001446,2376569
94800,0.0493173,0.8654923,0.0833935,0.1249806,2376569
94900,0.0488480,0.8201268,0.1012581,0.0927760,2376569
95000,0.0693855,0.8283944,0.1102735,0.1332092,2376569
95100,0.0365740,0.8656064,0.0757018,0.1034070,2376569
95200,0.0280985,0.8678720,0.0697103,0.1254891,2376569
95300,0.0690712,0.7752509,0.1313424,0.1375127,2385698
95400,0.0339347,0.8839113,0.0667963,0.1191326,2385698
95500,0.0749738,0.6854407,0.1708080,0.1546863,2385698
95600,0.0666996,0.6957988,0.1617002,0.1487732,2385698
95700,0.0833276,0.6806779,0.1777254,0.1542929,2385698
95800,0.0496002,0.8302248,0.0976702,0.1386240,2385698
95900,0.0409982,0.7926508,0.1075386,0.1206127,2385698
96000,0.0846220,0.6103679,0.2066260,0.1731571,2385698
96100,0.0695523,0.7374551,0.1467493,0.1441910,2385698
96200,0.0740005,0.6308768,0.1920496,0.1485439,2385698
96300,0.1060615,0.6539357,0.2020626,0.1452020,2385698
96400,0.0867463,0.6580544,0.1888260,0.1646872,2385698
96500,0.0610930,0.7302021,0.1445750,0.1452703,2385698
96600,0.0768728,0.5969585,0.2073403,0.2010249,2385698
96700,0.0707472,0.6817805,0.1697361,0.1226373,2385698
96800,0.0372517,0.8509425,0.0819740,0.1468762,2385698
96900,0.0539605,0.7957197,0.1140884,0.1094314,2385698
97000,0.0896136,0.5471882,0.2348929,0.1968216,2385698
97100,0.0496918,0.7550188,0.1278076,0.1402929,2385698
97200,0.0450806,0.7925762,0.1100179,0.1500398,2385698
97300,0.0583057,0.8837219,0.0814946,0.1151344,2385698
97400,0.0623004,0.7828618,0.1242356,0.1305115,2385698
97500,0.0670979,0.6867995,0.1655389,0.1572026,2385698
97600,0.0662236,0.6712182,0.1712469,0.1460049,2399302
97700,0.1110548,0.7267975,0.1759139,0.1683515,2399302
97800,0.0820780,0.5209730,0.2408576,0.1752713,2399302
97900,0.0720849,0.7705383,0.1350356,0.1476998,2399302
98000,0.0539501,0.8242585,0.1026667,0.1613876,2399302
98100,0.0551023,0.7979816,0.1138687,0.1165240,2399302
98200,0.0853352,0.6629658,0.1860148,0.1682237,2399302
98300,0.0514364,0.7757152,0.1205757,0.1650050,2399302
98400,0.0806375,0.6949329,0.1704093,0.1273545,2399302
98500,0.0913348,0.5592016,0.2311203,0.1721141,2399302
98600,0.0815234,0.5951098,0.2108701,0.1982225,2399302
98700,0.0898853,0.6526872,0.1928563,0.1747893,2399302
98800,0.0772727,0.6546371,0.1845088,0.1570131,2399302
98900,0.0608096,0.7536516,0.1350251,0.1417527,2399302
99000,0.0489594,0.7863367,0.1148410,0.1248990,2399302
99100,0.0707484,0.6167698,0.1957411,0.1555750,2399302
99200,0.0561011,0.8382422,0.0983638,0.1550082,2399302
99300,0.0631296,0.5886503,0.2024176,0.1640672,2399302
99400,0.0270526,0.8777162,0.0651451,0.1066242,2399302
99500,0.0493681,0.8031245,0.1083710,0.1409147,2399302
99600,0.0897965,0.5089381,0.2503027,0.1771862,2399302
99700,0.0931055,0.5029935,0.2546659,0.1752730,2399302
99800,0.3634647,0.1140770,0.5724480,0.6033496,2417867
99900,0.4326315,0.1406808,0.6033066,0.5801270,2417867
100000,0.4884727,0.1599831,0.6290904,0.5932871,2417867
100100,0.1514006,0.3002024,0.3707594,0.4634577,2417867
100200,0.2740082,0.4092396,0.4007091,0.4779729,2417867
100300,0.2033944,0.5193297,0.3143048,0.3668663,2417867
100400,0.1900124,0.2894225,0.3982385,0.3791223,2417867
100500,0.1277400,0.3390180,0.3410369,0.3308999,2417867
100600,0.1180240,0.5998039,0.2308929,0.2998996,2417867
100700,0.0992440,0.8553208,0.1174181,0.2384135,2417867
100800,0.1499241,0.4909207,0.2935862,0.2845474,2417867
100900,0.1606698,0.4816239,0.3037523,0.2761040,2417867
101000,0.2969716,0.4569271,0.3954121,0.2892803,2417867
101100,0.1288060,0.6360956,0.2228454,0.2353563,2417867
101200,0.1479943,0.5637113,0.2633120,0.2330822,2417867
101300,0.0901766,0.7165344,0.1674922,0.1976370,2417867
101400,0.1188970,0.5593999,0.2475783,0.2094124,2417867
101500,0.1484732,0.6200202,0.2410759,0.2378080,2417867
101600,0.1136618,0.5241863,0.2585226,0.2278633,2417867
101700,0.1204949,0.5313371,0.2597621,0.2448772,2417867
101800,0.0925109,0.5507383,0.2352112,0.2155421,2417867
101900,0.0681103,0.8371233,0.1060169,0.1635956,2417867
102000,0.0563599,0.8066036,0.1111745,0.1710389,2516305
102100,0.0801984,0.7421260,0.1512686,0.2048892,2516305
102200,0.0884596,0.6952443,0.1749781,0.1692390,2516305
102300,0.1033148,0.6450334,0.2039755,0.1795925,2516305
102400,0.1215271,0.5264326,0.2623432,0.1921128,2516305
102500,0.1075367,0.5934717,0.2271334,0.1800401,2516305
102600,0.0903424,0.5567466,0.2315068,0.1950837,2516305
102700,0.1070134,0.6515372,0.2035931,0.1890151,2516305
102800,0.0941484,0.5720361,0.2276746,0.2254841,2516305
102900,0.0482764,0.7995167,0.1091592,0.1508856,2516305
103000,0.0682209,0.7722107,0.1320483,0.1441713,2516305
103100,0.0799719,0.7019749,0.1671932,0.1596628,2516305
103200,0.0625293,0.8291301,0.1058656,0.1384131,2516305
103300,0.1071121,0.5871160,0.2294209,0.1586357,2516305
103400,0.1273237,0.4763606,0.2858500,0.2216303,2516305
103500,0.0741597,0.6890786,0.1688644,0.1677691,2516305
103600,0.1363062,0.4738245,0.2922539,0.2103689,2516305
103700,0.0812303,0.6298274,0.1968072,0.1990583,2516305
103800,0.0808253,0.7366927,0.1538181,0.1428550,2516305
103900,0.0974037,0.6130781,0.2132110,0.1931983,2516305
104000,0.0586151,0.8342792,0.1014574,0.1364494,2516305
104100,0.0682002,0.7884059,0.1255578,0.1472897,2516305
104200,0.0539393,0.7470006,0.1335634,0.1267145,2571815
104300,0.0552268,0.8071094,0.1102923,0.1476771,2571815
104400,0.0723259,0.5843130,0.2096704,0.1819830,2571815
104500,0.0330519,0.8506389,0.0795756,0.1103021,2571815
104600,0.0418304,0.8148075,0.0991752,0.1193842,2571815
104700,0.0498063,0.7800903,0.1178477,0.1309040,2571815
104800,0.0781179,0.6035812,0.2054382,0.1687014,2571815
104900,0.1016194,0.5250663,0.2509451,0.2032864,2571815
105000,0.0899207,0.5395754,0.2381223,0.1759737,2571815
105100,0.0940230,0.7511874,0.1559388,0.1447941,2571815
105200,0.0843095,0.5934652,0.2131996,0.1907575,2571815
105300,0.0907411,0.7187830,0.1669315,0.1812536,2571815
105400,0.0737909,0.6396312,0.1884221,0.1426299,2571815
105500,0.0442593,0.7709776,0.1181645,0.1432142,2571815
105600,0.0716994,0.7154217,0.1568510,0.1764560,2571815
105700,0.0726239,0.6692857,0.1758601,0.1668206,2571815
105800,0.0627542,0.6452394,0.1795568,0.1517827,2571815
105900,0.0346425,0.8269728,0.0899963,0.1076062,2571815
106000,0.0826163,0.6950950,0.1715318,0.1558270,2571815
106100,0.0682513,0.7239597,0.1513669,0.1506253,2571815
106200,0.0740879,0.7009964,0.1640542,0.1528925,2571815
106300,0.0534332,0.8386558,0.0965976,0.1262926,2571815
106400,0.0657100,0.7073107,0.1565017,0.1615767,2608027
106500,0.0696763,0.6195632,0.1939805,0.1462935,2608027
106600,0.0786463,0.7447149,0.1493018,0.1413085,2608027
106700,0.0834584,0.8390299,0.1144631,0.1250692,2608027
106800,0.0347239,0.9071484,0.0579750,0.1083990,2608027
106900,0.0287819,0.8694484,0.0694897,0.1141231,2608027
107000,0.0884925,0.6817335,0.1804021,0.1374423,2608027
107100,0.0398313,0.8411220,0.0874500,0.1161426,2608027
107200,0.1054377,0.6396986,0.2073832,0.1493946,2608027
107300,0.0726371,0.7675869,0.1365475,0.1525295,2608027
107400,0.0616386,0.7484688,0.1375957,0.1226299,2608027
107500,0.0616686,0.7619975,0.1322022,0.1327232,2608027
107600,0.0279015,0.8674712,0.0697524,0.0981135,2608027
107700,0.0542101,0.8580890,0.0892905,0.1176430,2608027
107800,0.0248257,0.9530656,0.0336692,0.0912862,2608027
107900,0.0763073,0.7330768,0.1525537,0.1647724,2608027
108000,0.0476940,0.8221789,0.0997448,0.1191999,2608027
108100,0.0647221,0.7584655,0.1354471,0.1330819,2608027
108200,0.0307538,0.8480837,0.0792188,0.1431191,2608027
108300,0.0692908,0.6851488,0.1675150,0.1298883,2608027
108400,0.0493989,0.7574961,0.1266409,0.1385636,2608027
108500,0.0576393,0.7413272,0.1380527,0.1453826,2608027
108600,0.0638601,0.7145206,0.1525078,0.1514492,2630896
108700,0.0707810,0.7507153,0.1421825,0.1746719,2630896
108800,0.0913920,0.7403148,0.1587093,0.1314347,2630896
108900,0.0548216,0.8551943,0.0908152,0.1168016,2630896
109000,0.0753236,0.7849011,0.1312337,0.1553998,2630896
109100,0.0661917,0.7771089,0.1288714,0.1475222,2630896
109200,0.0621810,0.7206999,0.1490286,0.1577740,2630896
109300,0.0960267,0.5679206,0.2304478,0.1868552,2630896
109400,0.0889903,0.6260197,0.2029863,0.1770832,2630896
109500,0.0716294,0.6593965,0.1792191,0.1413559,2630896
109600,0.0691055,0.7044772,0.1596724,0.1482897,2630896
109700,0.0772356,0.7357060,0.1520590,0.1586795,2630896
109800,0.0608444,0.7564989,0.1339070,0.1545005,2630896
109900,0.0754619,0.6774659,0.1742908,0.1637914,2630896
110000,0.0588472,0.7728010,0.1261879,0.1302843,2630896
110100,0.0686611,0.8207731,0.1128874,0.1226665,2630896
110200,0.1185494,0.6156953,0.2248515,0.1594803,2630896
110300,0.0492697,0.7852887,0.1154464,0.1331811,2630896
110400,0.1198534,0.6282744,0.2206023,0.1703163,2630896
110500,0.0571151,0.8089387,0.1106936,0.1458731,2630896
110600,0.0510218,0.6517206,0.1699248,0.1394293,2630896
110700,0.0867138,0.5750795,0.2219965,0.1550926,2630896
110800,0.0699281,0.7055104,0.1597527,0.1471144,2630896
110900,0.0604123,0.8247158,0.1063611,0.1032016,2625102
111000,0.0357260,0.8941081,0.0637924,0.1124684,2625102
111100,0.0783522,0.7245623,0.1571864,0.1347654,2625102
111200,0.0538732,0.8355772,0.0980930,0.1384011,2625102
111300,0.0890894,0.6580530,0.1902324,0.1465837,2625102
111400,0.0679685,0.7561713,0.1383126,0.1253814,2625102
111500,0.0613151,0.8232292,0.1074974,0.1133669,2625102
111600,0.0567341,0.8332196,0.1007526,0.1156089,2625102
111700,0.0968003,0.4751171,0.2680333,0.1901938,2625102
111800,0.0664495,0.6807256,0.1675795,0.1556383,2625102
111900,0.0547533,0.8156311,0.1065996,0.1332244,2625102
112000,0.0938366,0.6458324,0.1979690,0.1534750,2625102
112100,0.0864840,0.5880849,0.2166564,0.1951108,2625102
112200,0.0690217,0.7561542,0.1389513,0.1384685,2625102
112300,0.0661909,0.7058021,0.1573937,0.1358791,2625102
112400,0.0661557,0.7630225,0.1344844,0.1385089,2625102
112500,0.0847916,0.5821257,0.2180247,0.1575949,2625102
112600,0.0684144,0.7137198,0.1555607,0.1545091,2625102
112700,0.0833839,0.7170657,0.1632040,0.1431783,2625102
112800,0.0658359,0.7060938,0.1570640,0.1371938,2625102
112900,0.0445758,0.9097317,0.0628528,0.0950518,2625102
113000,0.0977302,0.7650194,0.1526304,0.1509755,2625102
113100,0.0540849,0.8173621,0.1055061,0.1135810,2617782
113200,0.0350689,0.8541672,0.0793744,0.0911391,2617782
113300,0.0629207,0.7143550,0.1520104,0.1529605,2617782
113400,0.0803912,0.5893927,0.2124777,0.1640040,2617782
113500,0.0626788,0.7720001,0.1288073,0.1206631,2617782
113600,0.0878740,0.5250720,0.2426956,0.1864140,2617782
113700,0.0661673,0.7372696,0.1447925,0.1682884,2617782
113800,0.0328163,0.7878453,0.1045517,0.1400421,2617782
113900,0.0578922,0.6623772,0.1697844,0.1602181,2617782
114000,0.0510231,0.7894926,0.1148168,0.1248796,2617782
114100,0.0496746,0.7744974,0.1200058,0.1096706,2617782
114200,0.0387641,0.8397998,0.0873386,0.0990516,2617782
114300,0.0443570,0.8446779,0.0887430,0.1043395,2617782
114400,0.0625821,0.6790599,0.1659253,0.1415857,2617782
114500,0.0698955,0.7678427,0.1348002,0.1328020,2617782
114600,0.0258307,0.8372102,0.0806143,0.1348211,2617782
114700,0.0663407,0.7260864,0.1493698,0.1232840,2617782
114800,0.1052529,0.7598441,0.1592141,0.1546469,2617782
114900,0.0757023,0.5459411,0.2270449,0.1765778,2617782
115000,0.0746644,0.7833145,0.1314728,0.1256502,2617782
115100,0.0727394,0.7527686,0.1425362,0.1173864,2617782
115200,0.0479506,0.8554763,0.0865799,0.0954929,2617782
115300,0.0571436,0.7346603,0.1404220,0.1619873,2635860
115400,0.0791616,0.6440209,0.1898886,0.1570464,2635860
115500,0.0548150,0.8439236,0.0953196,0.1264020,2635860
115600,0.1071391,0.6693209,0.1965551,0.1697035,2635860
115700,0.0376175,0.8554596,0.0803867,0.1014664,2635860
115800,0.0762904,0.5567946,0.2230564,0.1735707,2635860
115900,0.0837604,0.6132597,0.2049524,0.1520608,2635860
116000,0.0815434,0.5093936,0.2451686,0.1889109,2635860
116100,0.0710392,0.6860874,0.1681886,0.1659078,2635860
116200,0.0687747,0.7585021,0.1378640,0.1351892,2635860
116300,0.0887940,0.6875768,0.1782457,0.1328630,2635860
116400,0.0407310,0.8320938,0.0916011,0.1162900,2635860
116500,0.0757533,0.5788169,0.2139252,0.1806424,2635860
116600,0.0454845,0.8762109,0.0768063,0.1273900,2635860
116700,0.0603606,0.7424777,0.1392253,0.1510606,2635860
116800,0.0593506,0.6288358,0.1840761,0.1715653,2635860
116900,0.0415639,0.7825047,0.1119365,0.1518722,2635860
117000,0.0691547,0.7395337,0.1456793,0.1511162,2635860
117100,0.0644410,0.8485715,0.0992360,0.1247685,2635860
117200,0.0894010,0.5993105,0.2139164,0.1764530,2635860
117300,0.1008969,0.7671070,0.1536954,0.1538356,2635860
117400,0.0621309,0.7988076,0.1177555,0.1180308,2635860
117500,0.0601740,0.7445992,0.1382647,0.1261866,2647546
117600,0.0515337,0.8341599,0.0972563,0.0998840,2647546
117700,0.0824769,0.6922623,0.1725812,0.1591442,2647546
117800,0.0742502,0.6617870,0.1798353,0.1575026,2647546
117900,0.0532407,0.7779943,0.1207467,0.1461775,2647546
118000,0.0730665,0.6436318,0.1863872,0.1305529,2647546
118100,0.0544497,0.8129264,0.1074992,0.1147313,2647546
118200,0.0345242,0.8521821,0.0798417,0.1089121,2647546
118300,0.0708798,0.6378659,0.1873815,0.1707504,2647546
118400,0.0728333,0.7455819,0.1454673,0.1357163,2647546
118500,0.0666870,0.7766242,0.1293626,0.1272439,2647546
118600,0.0662535,0.7669998,0.1329522,0.1523893,2647546
118700,0.0622318,0.7760058,0.1269368,0.1265563,2647546
118800,0.0720706,0.5161234,0.2367930,0.1564792,2647546
118900,0.0672624,0.8125135,0.1153520,0.1496190,2647546
119000,0.0681362,0.7733228,0.1315526,0.1261666,2647546
119100,0.0419740,0.8573151,0.0822584,0.1105564,2647546
119200,0.0352709,0.7967409,0.1024662,0.1241041,2647546
119300,0.0378384,0.6703780,0.1545519,0.1388572,2647546
119400,0.0618031,0.7560012,0.1346814,0.1479566,2647546
119500,0.0607364,0.7758670,0.1260951,0.1256741,2647546
119600,0.0273561,0.9459260,0.0380433,0.1034707,2647546
119700,0.0360544,0.8740382,0.0720174,0.1098341,2659224
119800,0.0598068,0.8138372,0.1103492,0.1230631,2659224
119900,0.0708021,0.6995270,0.1626705,0.1369093,2659224
120000,0.1034886,0.6302990,0.2099736,0.1662868,2659224
120100,0.0552366,0.6626452,0.1680838,0.1534294,2659224
120200,0.1386489,0.6679476,0.2160103,0.1778535,2659224
120300,0.0426631,0.8004729,0.1054087,0.1157606,2659224
120400,0.0758000,0.6169139,0.1987144,0.1684681,2659224
120500,0.0280719,0.9109966,0.0524445,0.0984325,2659224
120600,0.0828194,0.6003400,0.2095556,0.1831050,2659224
120700,0.0235427,0.8829646,0.0609398,0.0957412,2659224
120800,0.0765635,0.6946954,0.1680599,0.1390810,2659224
120900,0.0721555,0.7844901,0.1294972,0.1165097,2659224
121000,0.0485135,0.8349501,0.0951281,0.1350514,2659224
121100,0.0410784,0.8140337,0.0990336,0.1180230,2659224
121200,0.0449377,0.7601672,0.1228957,0.1282290,2659224
121300,0.0618292,0.7242906,0.1473813,0.1400233,2659224
121400,0.0616472,0.7068979,0.1542292,0.1349619,2659224
121500,0.0455867,0.8208091,0.0990284,0.1198274,2659224
121600,0.0550858,0.7395028,0.1372504,0.1555831,2659224
121700,0.0658045,0.7262664,0.1489762,0.1554485,2659224
121800,0.0838893,0.7107245,0.1660438,0.1331569,2659224
121900,0.0823974,0.6026484,0.2083791,0.1508824,2694226
122000,0.0506714,0.7419777,0.1336118,0.1724572,2694226
122100,0.0542172,0.8272520,0.1016295,0.1427657,2694226
122200,0.0578541,0.8139231,0.1091432,0.1268434,2694226
122300,0.0573194,0.7774687,0.1234041,0.1311798,2694226
122400,0.0841427,0.5396581,0.2346224,0.1815698,2694226
122500,0.0703021,0.8156533,0.1159199,0.1335176,2694226
122600,0.0655744,0.8059461,0.1169662,0.1370840,2694226
122700,0.0163789,0.9713309,0.0212950,0.0861301,2694226
122800,0.0874569,0.6103517,0.2083334,0.1622295,2694226
122900,0.0638041,0.7886323,0.1228296,0.1197287,2694226
123000,0.0702940,0.7905287,0.1259650,0.1490352,2694226
123100,0.0694361,0.7510655,0.1412355,0.1468056,2694226
123200,0.0639340,0.8087578,0.1148572,0.1498608,2694226
123300,0.0665068,0.8041389,0.1182485,0.1334864,2694226
123400,0.0328388,0.8245763,0.0898728,0.1049416,2694226
123500,0.0600287,0.7366248,0.1413673,0.1308951,2694226
123600,0.0648969,0.6601405,0.1748820,0.1295050,2694226
123700,0.0649532,0.8132839,0.1136584,0.1096096,2694226
123800,0.0541094,0.8592199,0.0887777,0.1125341,2694226
123900,0.0642355,0.7162427,0.1520442,0.1535758,2694226
124000,0.0805416,0.6437167,0.1908383,0.1367203,2694226
124100,0.0735191,0.7898606,0.1281672,0.1342461,2700701
124200,0.0603440,0.7376620,0.1411417,0.1124267,2700701
124300,0.0671841,0.7433152,0.1429844,0.1413561,2700701
124400,0.0661962,0.5665569,0.2130950,0.1766295,2700701
124500,0.0608227,0.7982680,0.1171864,0.1420376,2700701
124600,0.0433161,0.8482550,0.0866876,0.1439186,2700701
124700,0.0760791,0.7414030,0.1490863,0.1132545,2700701
124800,0.0813031,0.7151379,0.1627267,0.1622602,2700701
124900,0.0607179,0.7566422,0.1337739,0.1412099,2700701
125000,0.0320787,0.8839287,0.0656758,0.1317563,2700701
125100,0.0571597,0.7082896,0.1509800,0.1200779,2700701
125200,0.0643104,0.7728620,0.1294415,0.1309461,2700701
125300,0.0703445,0.7642659,0.1365004,0.1395782,2700701
125400,0.0627756,0.6921070,0.1608226,0.1535387,2700701
125500,0.0262033,0.8560327,0.0733089,0.1060589,2700701
125600,0.0821282,0.6556553,0.1870148,0.1461725,2700701
125700,0.0617174,0.7455803,0.1387984,0.1200042,2700701
125800,0.0611035,0.8281989,0.1053826,0.1357462,2700701
125900,0.0541646,0.8158047,0.1061769,0.1296760,2700701
126000,0.0323005,0.8482999,0.0800603,0.1220753,2700701
126100,0.0710924,0.5794913,0.2108589,0.1516849,2700701
126200,0.0623360,0.7992003,0.1177215,0.1187465,2700701
126300,0.0397208,0.8583485,0.0804930,0.1419927,2700701
126400,0.0564519,0.8090250,0.1102611,0.1136806,2711925
126500,0.0691072,0.7121735,0.1565949,0.1392924,2711925
126600,0.0600602,0.8164212,0.1094676,0.1098138,2711925
126700,0.0634874,0.6585151,0.1746864,0.1571122,2711925
126800,0.0491470,0.7291642,0.1378226,0.1509244,2711925
126900,0.0598171,0.8307725,0.1035813,0.1011940,2711925
127000,0.0328636,0.8571593,0.0768545,0.1018320,2711925
127100,0.0628091,0.7996691,0.1178178,0.1149990,2711925
127200,0.0721648,0.6686235,0.1758495,0.1379513,2711925
127300,0.0447867,0.8158276,0.1005410,0.1137092,2711925
127400,0.0661541,0.7800440,0.1276749,0.1308749,2711925
127500,0.0778306,0.7254653,0.1565123,0.1360197,2711925
127600,0.0581568,0.7656859,0.1286198,0.1287008,2711925
127700,0.0617711,0.8221908,0.1081864,0.1176021,2711925
127800,0.0615917,0.7848409,0.1230186,0.1333183,2711925
127900,0.1086073,0.6773590,0.1942208,0.1474924,2711925
128000,0.0498983,0.8321504,0.0970788,0.1264569,2711925
128100,0.0778794,0.7754725,0.1365386,0.1378582,2711925
128200,0.0712079,0.6704900,0.1745287,0.1359194,2711925
128300,0.0881615,0.6199728,0.2049078,0.1616710,2711925
128400,0.0627779,0.7199053,0.1497047,0.1530832,2711925
128500,0.0664878,0.7957274,0.1216017,0.1340264,2711925
128600,0.0611641,0.7789028,0.1251373,0.1222906,2705010
128700,0.0367668,0.8749076,0.0720970,0.1185038,2705010
128800,0.0634590,0.7618684,0.1333281,0.1389647,2705010
128900,0.0314658,0.8514333,0.0783062,0.0923127,2705010
129000,0.0990807,0.6363983,0.2048891,0.1560943,2705010
129100,0.0677476,0.7514443,0.1400708,0.1403698,2705010
129200,0.0797546,0.7189724,0.1602638,0.1530930,2705010
129300,0.0691249,0.6772989,0.1705554,0.1761372,2705010
129400,0.0409675,0.7588197,0.1210527,0.1362648,2705010
129500,0.0649354,0.7285076,0.1475582,0.1586415,2705010
