iteration,l1_loss,ssim,total_loss,ema_loss,num_gaussians
351300,0.0305639,0.8950387,0.0603229,0.0691808,3273550
351400,0.0419647,0.8771888,0.0743033,0.0753308,3273550
351500,0.0356352,0.8873184,0.0664538,0.0828511,3273550
351600,0.0334057,0.8955947,0.0618056,0.0705958,3273550
351700,0.0366237,0.8128341,0.0968406,0.0875682,3273550
351800,0.0419072,0.8922125,0.0682593,0.0684610,3273550
351900,0.0395951,0.9189366,0.0561824,0.0863112,3273550
352000,0.0354305,0.8983342,0.0619246,0.0867635,3273550
352100,0.0429398,0.8898637,0.0698184,0.0817218,3273550
352200,0.0325593,0.8838629,0.0659904,0.0825301,3273550
352300,0.0391898,0.8994211,0.0637454,0.0749950,3273550
352400,0.0446931,0.8018982,0.1060566,0.1001156,3273550
352500,0.0448839,0.8863851,0.0723763,0.0742049,3273550
352600,0.0497529,0.8796723,0.0779828,0.0747667,3273550
352700,0.0373229,0.9043961,0.0606353,0.0666962,3273550
352800,0.0233493,0.8984211,0.0546412,0.0761815,3273550
352900,0.0440261,0.8340901,0.0927796,0.0870328,3273550
353000,0.0548430,0.7928836,0.1157523,0.0945526,3273550
353100,0.0351711,0.9214790,0.0525110,0.0737832,3273550
353200,0.0450972,0.8771349,0.0762044,0.0757487,3273550
353300,0.0398608,0.8884299,0.0685445,0.0674222,3273550
353400,0.0242521,0.8882551,0.0592493,0.0723975,3273550
353500,0.0799401,0.7264385,0.1573887,0.1176903,3273550
353600,0.0322016,0.8058460,0.0969826,0.0817146,3273550
353700,0.0256519,0.9288417,0.0438545,0.0719856,3273550
353800,0.0340722,0.8713433,0.0719060,0.0838001,3273550
353900,0.0542472,0.7942216,0.1148596,0.0965192,3273550
354000,0.0467934,0.7926788,0.1110045,0.0902718,3273550
354100,0.0457912,0.8686564,0.0800121,0.0873123,3273550
354200,0.0830193,0.7271211,0.1589632,0.1140469,3273550
354300,0.0525447,0.8500784,0.0914955,0.0877445,3273550
354400,0.0294456,0.8809801,0.0652753,0.0757353,3273550
354500,0.0497791,0.8390803,0.0942354,0.0796159,3273550
354600,0.0408813,0.8438622,0.0869839,0.0817624,3273550
354700,0.0438360,0.8603204,0.0821735,0.0843262,3273550
354800,0.0474707,0.8692633,0.0807771,0.0758079,3273550
354900,0.0306794,0.8648064,0.0724851,0.0735821,3273550
355000,0.0434428,0.8821143,0.0732199,0.0842365,3273550
355100,0.0318364,0.8802038,0.0670203,0.0948399,3273550
355200,0.0391065,0.7681877,0.1161888,0.0889463,3273550
355300,0.0578331,0.7515167,0.1340932,0.0966185,3273550
355400,0.0284234,0.8882170,0.0617673,0.0787618,3273550
355500,0.0414812,0.8483609,0.0855444,0.0862307,3273550
355600,0.0577407,0.7999852,0.1146503,0.1040012,3273550
355700,0.0381647,0.8812801,0.0703868,0.0787325,3273550
355800,0.0232508,0.8940984,0.0563111,0.0796534,3273550
355900,0.0580891,0.6808795,0.1625016,0.1058696,3273550
356000,0.0318024,0.8463290,0.0805499,0.1050025,3273550
356100,0.0472310,0.8084006,0.1049783,0.0921592,3273550
356200,0.0492019,0.8040993,0.1078814,0.0914390,3273550
356300,0.0266874,0.9063838,0.0534590,0.0747528,3273550
356400,0.0449815,0.8223566,0.0980463,0.0948856,3273550
356500,0.0468522,0.8164608,0.1015270,0.0879559,3273550
356600,0.0520012,0.7319098,0.1384368,0.1001804,3273550
356700,0.0376481,0.8845110,0.0687845,0.0871405,3273550
356800,0.0119802,0.9428494,0.0300484,0.0679368,3273550
356900,0.0221873,0.8746510,0.0634520,0.0779258,3273550
357000,0.0314816,0.8917386,0.0621935,0.0682464,3273550
357100,0.0362492,0.8573403,0.0788134,0.0752106,3273550
357200,0.0262341,0.8574983,0.0727412,0.0780427,3273550
357300,0.0392471,0.9092745,0.0598385,0.0812585,3273550
357400,0.0379723,0.8319845,0.0899896,0.1116216,3273550
357500,0.0135538,0.9523157,0.0272060,0.0547749,3273550
357600,0.0536574,0.8058641,0.1098488,0.0962351,3273550
357700,0.0285713,0.8754576,0.0669597,0.0741158,3273550
357800,0.0212668,0.8330966,0.0795214,0.0786413,3273550
357900,0.0372002,0.8104382,0.0981449,0.0912764,3273550
358000,0.0457614,0.8389715,0.0918682,0.0855501,3273550
358100,0.0289306,0.8806490,0.0650987,0.0819020,3273550
358200,0.0230186,0.8834578,0.0604280,0.0919637,3273550
358300,0.0177848,0.9122744,0.0457611,0.0716394,3273550
358400,0.0433504,0.8473709,0.0870619,0.0958262,3273550
358500,0.0383454,0.8671842,0.0761336,0.0896672,3273550
358600,0.0413598,0.8744054,0.0750537,0.0865891,3273550
358700,0.0397071,0.8534430,0.0824471,0.0882165,3273550
358800,0.0573100,0.7997135,0.1145006,0.1000338,3273550
358900,0.0331102,0.8728204,0.0707380,0.0714599,3273550
359000,0.0511394,0.8790905,0.0790475,0.0795796,3273550
359100,0.0270076,0.8825293,0.0631928,0.0789446,3273550
359200,0.0398526,0.8758252,0.0735815,0.0709996,3273550
359300,0.0473583,0.8284897,0.0970191,0.0893195,3273550
359400,0.0424577,0.8412496,0.0889748,0.0677432,3273550
359500,0.0453280,0.7594819,0.1234041,0.0926238,3273550
359600,0.0389293,0.8420371,0.0865427,0.0936171,3273550
359700,0.0594069,0.6990995,0.1560044,0.1113579,3273550
359800,0.0253433,0.8728818,0.0660533,0.0689003,3273550
359900,0.0601438,0.8743639,0.0863407,0.0828821,3273550
360000,0.0596965,0.7491604,0.1361538,0.1003619,3273550
360100,0.0338470,0.9023139,0.0593826,0.0699669,3273550
360200,0.0475063,0.8008084,0.1081804,0.0813233,3273550
360300,0.0346722,0.8475618,0.0817786,0.0752393,3273550
360400,0.0190223,0.9219255,0.0426432,0.0710585,3273550
360500,0.0423473,0.9009676,0.0650214,0.0818809,3273550
360600,0.0209976,0.8901706,0.0565304,0.0836118,3273550
360700,0.0450414,0.8591691,0.0833572,0.0805585,3273550
360800,0.0483324,0.8149940,0.1030018,0.0888474,3273550
360900,0.0455351,0.8321375,0.0944661,0.0964233,3273550
361000,0.0406571,0.7574992,0.1213946,0.0873232,3273550
361100,0.0414631,0.8565694,0.0822501,0.0750826,3273550
361200,0.0370940,0.8160084,0.0958530,0.0996085,3273550
361300,0.0281111,0.9174491,0.0498870,0.0701642,3273550
361400,0.0520438,0.7004182,0.1510590,0.1142050,3273550
361500,0.0200260,0.8808731,0.0596664,0.0882376,3273550
361600,0.0584927,0.7798938,0.1231381,0.0899648,3273550
361700,0.0519166,0.8291564,0.0994874,0.1088734,3273550
361800,0.0563993,0.8911754,0.0773694,0.0879650,3273550
361900,0.0369704,0.8675307,0.0751700,0.0754256,3273550
362000,0.0558513,0.8421090,0.0966672,0.0841673,3273550
362100,0.0456563,0.8825545,0.0743719,0.0732828,3273550
362200,0.0461294,0.7868621,0.1129328,0.1003831,3273550
362300,0.0433363,0.8158866,0.0996472,0.0886999,3273550
362400,0.0259622,0.8829613,0.0623928,0.0572700,3273550
362500,0.0264954,0.8435298,0.0784853,0.0775979,3273550
362600,0.0352850,0.9037249,0.0596810,0.0700752,3273550
362700,0.0301581,0.8871005,0.0632547,0.0683652,3273550
362800,0.0434809,0.8305154,0.0938824,0.0858272,3273550
362900,0.0340764,0.8093702,0.0966978,0.0869894,3273550
363000,0.0419813,0.8666202,0.0785407,0.0815969,3273550
363100,0.0200861,0.8791404,0.0603955,0.0684334,3273550
363200,0.0478193,0.8350641,0.0946660,0.0803506,3273550
363300,0.0459837,0.7185986,0.1401508,0.1080983,3273550
363400,0.0545706,0.8090274,0.1091314,0.0845726,3273550
363500,0.0430073,0.8996025,0.0659634,0.0774026,3273550
363600,0.0563713,0.7482095,0.1345390,0.1071954,3273550
363700,0.0141614,0.9277375,0.0374018,0.0613420,3273550
363800,0.0403785,0.8617256,0.0795369,0.1006656,3273550
363900,0.0411751,0.7822016,0.1118244,0.0997866,3273550
364000,0.0531441,0.8624523,0.0869055,0.0774850,3273550
364100,0.0524740,0.7944728,0.1136953,0.0993857,3273550
364200,0.0505154,0.7910594,0.1138855,0.0959211,3273550
364300,0.0534347,0.8263013,0.1015403,0.0815972,3273550
364400,0.0359835,0.8802453,0.0694920,0.0793572,3273550
364500,0.0436014,0.8456280,0.0879097,0.1044697,3273550
364600,0.0475426,0.8044425,0.1067486,0.1031156,3273550
364700,0.0519582,0.7512994,0.1306552,0.1066169,3273550
364800,0.0283030,0.8778946,0.0658239,0.0735315,3273550
364900,0.0534563,0.8109502,0.1076937,0.0939777,3273550
365000,0.0504368,0.8394663,0.0944756,0.0907980,3273550
365100,0.0688954,0.7389802,0.1457452,0.1204015,3273550
365200,0.0495902,0.8163345,0.1032203,0.0814034,3273550
365300,0.0524918,0.8243513,0.1017545,0.0995084,3273550
365400,0.0393062,0.8462839,0.0850701,0.0797085,3273550
365500,0.0172058,0.9006106,0.0500793,0.0668705,3273550
365600,0.0233652,0.8927816,0.0569065,0.0838773,3273550
365700,0.0358828,0.8591033,0.0778884,0.0906853,3273550
365800,0.0252670,0.8013068,0.0946375,0.0855079,3273550
365900,0.0288208,0.8254095,0.0871287,0.0750819,3273550
366000,0.0511572,0.8187097,0.1032105,0.0814077,3273550
366100,0.0189797,0.9178212,0.0442594,0.0758334,3273550
366200,0.0429115,0.8673331,0.0788137,0.0880683,3273550
366300,0.0329414,0.8789002,0.0682048,0.0851472,3273550
366400,0.0290279,0.9286140,0.0459711,0.0654374,3273550
366500,0.0410432,0.8508964,0.0842674,0.0818215,3273550
366600,0.0496275,0.7888526,0.1142355,0.0854033,3273550
366700,0.0447112,0.8200552,0.0988047,0.0904050,3273550
366800,0.0540112,0.7812456,0.1199085,0.0910674,3273550
366900,0.0327686,0.8696359,0.0718068,0.0923825,3273550
367000,0.0447043,0.8331637,0.0935571,0.1052357,3273550
367100,0.0520336,0.8046716,0.1093515,0.0895832,3273550
367200,0.0420269,0.8701749,0.0771462,0.0734141,3273550
367300,0.0435140,0.8694823,0.0783155,0.0755051,3273550
367400,0.0257229,0.8669984,0.0686344,0.0758557,3273550
367500,0.0604331,0.8436199,0.0988119,0.0818472,3273550
367600,0.0324250,0.8857900,0.0651390,0.0783952,3273550
367700,0.0655164,0.7416562,0.1426474,0.1197372,3273550
367800,0.0506514,0.7952559,0.1122885,0.1017219,3273550
367900,0.0451137,0.8561803,0.0845961,0.0854421,3273550
368000,0.0448850,0.7601949,0.1228530,0.0990766,3273550
368100,0.0324465,0.8880911,0.0642315,0.0670314,3273550
368200,0.0402512,0.8347864,0.0902362,0.0970705,3273550
368300,0.0387550,0.8374772,0.0882621,0.0743931,3273550
368400,0.0377663,0.8793482,0.0709205,0.0715926,3273550
368500,0.0486769,0.8109486,0.1048267,0.0995205,3273550
368600,0.0315449,0.8975891,0.0598913,0.0693063,3273550
368700,0.0430445,0.8672712,0.0789182,0.0877170,3273550
368800,0.0539585,0.7540598,0.1307512,0.0994155,3273550
368900,0.0537919,0.7977492,0.1131755,0.0972538,3273550
369000,0.0402200,0.8715413,0.0755155,0.0730697,3273550
369100,0.0519256,0.8467602,0.0924513,0.0812342,3273550
369200,0.0426553,0.8932796,0.0682813,0.0842864,3273550
369300,0.0331668,0.9264705,0.0493119,0.0690676,3273550
369400,0.0317383,0.8885281,0.0636317,0.0758008,3273550
369500,0.0318753,0.8440688,0.0814977,0.0865967,3273550
369600,0.0473978,0.8890278,0.0728276,0.0739036,3273550
369700,0.0357374,0.8647521,0.0755416,0.0722134,3273550
369800,0.0308103,0.9130660,0.0532597,0.0743303,3273550
369900,0.0375478,0.8449237,0.0845592,0.0861114,3273550
370000,0.0293685,0.8788346,0.0660872,0.0697557,3273550
370100,0.0401413,0.8781707,0.0728165,0.0660555,3273550
370200,0.0552062,0.8472091,0.0942401,0.0796565,3273550
370300,0.0513249,0.8720834,0.0819616,0.0941121,3273550
370400,0.0508881,0.8437575,0.0930299,0.0792203,3273550
370500,0.0440840,0.8812214,0.0739619,0.0969488,3273550
370600,0.0216006,0.8768263,0.0622299,0.0731777,3273550
370700,0.0296136,0.8956710,0.0594998,0.0665223,3273550
370800,0.0447813,0.8526778,0.0857976,0.0808970,3273550
370900,0.0337618,0.8824396,0.0672813,0.0687496,3273550
371000,0.0243397,0.9214160,0.0460374,0.0749022,3273550
371100,0.0349559,0.8634887,0.0755781,0.0778041,3273550
371200,0.0240568,0.9283096,0.0431102,0.0613764,3273550
371300,0.0434399,0.8590071,0.0824611,0.0755008,3273550
371400,0.0458541,0.8852773,0.0734015,0.0893644,3273550
371500,0.0188943,0.9483429,0.0319994,0.0697575,3273550
371600,0.0297314,0.7354171,0.1236720,0.0929184,3273550
371700,0.0198687,0.8604771,0.0677304,0.0769188,3273550
371800,0.0187708,0.8545101,0.0694585,0.0850032,3273550
371900,0.0326241,0.9205062,0.0513720,0.0743940,3273550
372000,0.0453794,0.8483120,0.0879029,0.0779899,3273550
372100,0.0494853,0.8919312,0.0729187,0.0755611,3273550
372200,0.0422374,0.8373961,0.0903840,0.0958358,3273550
372300,0.0436886,0.8383049,0.0908912,0.0750635,3273550
372400,0.0358394,0.8932601,0.0641996,0.0793298,3273550
372500,0.0473289,0.8370429,0.0935802,0.0858267,3273550
372600,0.0533411,0.8446395,0.0941488,0.0886016,3273550
372700,0.0516767,0.7947208,0.1131177,0.0912917,3273550
372800,0.0314646,0.8986917,0.0594021,0.0806561,3273550
372900,0.0252155,0.8823248,0.0621994,0.0677911,3273550
373000,0.0400721,0.8133764,0.0986927,0.0937365,3273550
373100,0.0365715,0.8832741,0.0686333,0.1055403,3273550
373200,0.0164717,0.9226522,0.0408221,0.0574868,3273550
373300,0.0302838,0.8057321,0.0958775,0.0910564,3273550
373400,0.0319393,0.9174362,0.0521891,0.0870655,3273550
373500,0.0478912,0.7679821,0.1215419,0.1009776,3273550
373600,0.0288939,0.8891029,0.0616951,0.0587089,3273550
373700,0.0472114,0.8541769,0.0866561,0.0844455,3273550
373800,0.0404915,0.8725606,0.0752706,0.0741426,3273550
373900,0.0598598,0.8126105,0.1108717,0.0953268,3273550
374000,0.0302388,0.9018002,0.0574232,0.0762396,3273550
374100,0.0417703,0.8280902,0.0938261,0.0946186,3273550
374200,0.0303440,0.8882546,0.0629046,0.0695377,3273550
374300,0.0441536,0.8516905,0.0858159,0.0739305,3273550
374400,0.0213163,0.9076788,0.0497183,0.0799849,3273550
374500,0.0387447,0.8737317,0.0737541,0.0788138,3273550
374600,0.0135477,0.9245955,0.0382904,0.0619677,3273550
374700,0.0464216,0.8096270,0.1040021,0.0839896,3273550
374800,0.0307745,0.8643150,0.0727387,0.0787759,3273550
374900,0.0418034,0.8585529,0.0816609,0.0813210,3273550
375000,0.0405072,0.8592756,0.0805941,0.0723374,3273550
375100,0.0523238,0.8096223,0.1075454,0.0857031,3273550
375200,0.0300039,0.8705266,0.0697917,0.0836170,3273550
375300,0.0465143,0.8075633,0.1048833,0.1051925,3273550
375400,0.0453413,0.7998173,0.1072778,0.0820272,3273550
375500,0.0527871,0.8350394,0.0976565,0.0849455,3273550
375600,0.0451298,0.7693603,0.1193338,0.0857975,3273550
375700,0.0334183,0.8890379,0.0644358,0.0905875,3273550
375800,0.0408207,0.8595717,0.0806638,0.0722903,3273550
375900,0.0353376,0.8943416,0.0634659,0.0668337,3273550
376000,0.0489904,0.8541114,0.0877497,0.0875537,3273550
376100,0.0518943,0.8222157,0.1022503,0.0998288,3273550
376200,0.0325675,0.8636898,0.0740646,0.0760221,3273550
376300,0.0382009,0.8627651,0.0778145,0.0841896,3273550
376400,0.0319264,0.8764910,0.0685595,0.0687809,3273550
376500,0.0230326,0.8985324,0.0544066,0.0709203,3273550
376600,0.0393159,0.8515590,0.0829659,0.0970668,3273550
376700,0.0414726,0.8356042,0.0906419,0.0786519,3273550
376800,0.0490084,0.8856527,0.0751440,0.0770828,3273550
376900,0.0438817,0.7842416,0.1126324,0.0915367,3273550
377000,0.0463876,0.8536372,0.0863776,0.0948892,3273550
377100,0.0412057,0.8109161,0.1003570,0.0867192,3273550
377200,0.0278400,0.8911558,0.0602416,0.0764138,3273550
377300,0.0429605,0.8860288,0.0713648,0.0775062,3273550
377400,0.0292196,0.8680384,0.0703164,0.0695587,3273550
377500,0.0276722,0.8914787,0.0600119,0.0659629,3273550
377600,0.0479828,0.8856980,0.0745105,0.0756822,3273550
377700,0.0430998,0.7836505,0.1123997,0.1040965,3273550
377800,0.0494440,0.8772749,0.0787565,0.0791822,3273550
377900,0.0461815,0.8511145,0.0872631,0.0911644,3273550
378000,0.0539125,0.8590769,0.0887167,0.0950469,3273550
378100,0.0432723,0.8502787,0.0858519,0.0904842,3273550
378200,0.0397359,0.8732527,0.0745404,0.0843974,3273550
378300,0.0308527,0.8893025,0.0627906,0.0691812,3273550
378400,0.0437269,0.8430929,0.0889990,0.0800871,3273550
378500,0.0364616,0.8680217,0.0746683,0.0817744,3273550
378600,0.0361096,0.8973805,0.0627136,0.0684094,3273550
378700,0.0231792,0.8997482,0.0540082,0.0614891,3273550
378800,0.0163976,0.9182292,0.0425469,0.0742022,3273550
378900,0.0396811,0.8301968,0.0917299,0.0897178,3273550
379000,0.0222168,0.9029945,0.0521322,0.0674364,3273550
379100,0.0342609,0.8607743,0.0762468,0.0817329,3273550
379200,0.0613074,0.7422285,0.1398930,0.0984430,3273550
379300,0.0386418,0.8990486,0.0635656,0.0741109,3273550
379400,0.0295781,0.8795391,0.0659312,0.0687542,3273550
379500,0.0310193,0.8067121,0.0959267,0.0965574,3273550
379600,0.0310628,0.9194622,0.0508528,0.0708137,3273550
379700,0.0312551,0.8740866,0.0691184,0.0677514,3273550
379800,0.0465895,0.7452492,0.1298541,0.1011065,3273550
379900,0.0496322,0.7400760,0.1337489,0.0900806,3273550
380000,0.0341643,0.8831503,0.0672384,0.0793348,3273550
380100,0.0235523,0.8828439,0.0609938,0.0740303,3273550
380200,0.0174449,0.9393802,0.0347149,0.0622387,3273550
380300,0.0300583,0.8354536,0.0838535,0.0808459,3273550
380400,0.0491922,0.8401097,0.0934714,0.0732154,3273550
380500,0.0430349,0.8528074,0.0846980,0.0904327,3273550
380600,0.0230906,0.8950458,0.0558361,0.0791280,3273550
380700,0.0494176,0.8629967,0.0844519,0.0796757,3273550
380800,0.0179435,0.9272650,0.0398601,0.0621923,3273550
380900,0.0477359,0.8651979,0.0825624,0.0804982,3273550
381000,0.0660989,0.6966653,0.1609932,0.1164210,3273550
381100,0.0519689,0.7507026,0.1309003,0.0962089,3273550
381200,0.0474318,0.8159699,0.1020711,0.0829446,3273550
381300,0.0462988,0.8714525,0.0791983,0.0749505,3273550
381400,0.0383232,0.8812455,0.0704957,0.0762955,3273550
381500,0.0413301,0.8513226,0.0842690,0.0819532,3273550
381600,0.0437673,0.8134309,0.1008880,0.1070287,3273550
381700,0.0229326,0.9001982,0.0536803,0.0996763,3273550
381800,0.0186283,0.9104190,0.0470094,0.0668289,3273550
381900,0.0224521,0.8975379,0.0544561,0.0621861,3273550
382000,0.0398820,0.8405486,0.0877098,0.0823575,3273550
382100,0.0196008,0.8853294,0.0576288,0.0769427,3273550
382200,0.0506241,0.7157311,0.1440820,0.1117007,3273550
382300,0.0248799,0.9128328,0.0497948,0.0760238,3273550
382400,0.0326139,0.9202174,0.0514814,0.0718880,3273550
382500,0.0396725,0.8243361,0.0940691,0.0836843,3273550
382600,0.0481558,0.8263152,0.0983674,0.0913654,3273550
382700,0.0243259,0.9275393,0.0435798,0.0583414,3273550
382800,0.0500115,0.8233576,0.1006639,0.0924329,3273550
382900,0.0497653,0.7861618,0.1153945,0.0982758,3273550
383000,0.0291734,0.8814623,0.0649191,0.0783985,3273550
383100,0.0420449,0.8988365,0.0656924,0.0732538,3273550
383200,0.0181371,0.9079313,0.0477098,0.0677900,3273550
383300,0.0278331,0.8943496,0.0589600,0.0671496,3273550
383400,0.0278039,0.7972434,0.0977850,0.0791214,3273550
383500,0.0224285,0.8685313,0.0660446,0.0767064,3273550
383600,0.0324602,0.8872845,0.0645623,0.0670116,3273550
383700,0.0372149,0.8998129,0.0624038,0.0800491,3273550
383800,0.0254338,0.8852586,0.0611568,0.0718584,3273550
383900,0.0373869,0.8943932,0.0646749,0.0658998,3273550
384000,0.0369684,0.8686389,0.0747255,0.0786805,3273550
384100,0.0406028,0.8731015,0.0751211,0.0850888,3273550
384200,0.0355537,0.8511365,0.0808776,0.0851419,3273550
384300,0.0257349,0.8814801,0.0628489,0.0740456,3273550
384400,0.0324838,0.8121789,0.0946188,0.0920426,3273550
384500,0.0443958,0.8782908,0.0753212,0.0862993,3273550
384600,0.0440734,0.8413174,0.0899171,0.0911574,3273550
384700,0.0454592,0.8663141,0.0807499,0.0746156,3273550
384800,0.0386292,0.8426522,0.0861167,0.0816697,3273550
384900,0.0255714,0.9095320,0.0515300,0.0655384,3273550
385000,0.0396668,0.8684763,0.0764095,0.0900183,3273550
385100,0.0402489,0.7278538,0.1330078,0.0986077,3273550
385200,0.0231473,0.8635859,0.0684540,0.0781635,3273550
385300,0.0232074,0.9097246,0.0500346,0.0635602,3273550
385400,0.0611424,0.7701329,0.1286323,0.1018302,3273550
385500,0.0198360,0.9254332,0.0417283,0.0671686,3273550
385600,0.0325606,0.8403768,0.0833857,0.0723048,3273550
385700,0.0344089,0.9057813,0.0583328,0.0625131,3273550
385800,0.0417165,0.8843606,0.0712857,0.0621620,3273550
385900,0.0269353,0.9057893,0.0538455,0.0690759,3273550
386000,0.0503563,0.7844241,0.1164441,0.1079819,3273550
386100,0.0528341,0.7035618,0.1502757,0.1103965,3273550
386200,0.0363128,0.9064184,0.0592203,0.0605827,3273550
386300,0.0469237,0.7915927,0.1115171,0.0890243,3273550
386400,0.0278477,0.9003698,0.0565607,0.0692915,3273550
386500,0.0502549,0.7763470,0.1196141,0.0929379,3273550
386600,0.0251512,0.8827854,0.0619766,0.0713466,3273550
386700,0.0156721,0.9215831,0.0407700,0.0691404,3273550
386800,0.0616543,0.7220719,0.1481638,0.1100008,3273550
386900,0.0257985,0.8859769,0.0610884,0.0727377,3273550
387000,0.0402045,0.8025526,0.1031017,0.0869443,3273550
387100,0.0406777,0.8808057,0.0720843,0.0827903,3273550
387200,0.0426748,0.8330931,0.0923677,0.0874381,3273550
387300,0.0222838,0.8801296,0.0613184,0.0664367,3273550
387400,0.0549444,0.8166604,0.1063025,0.0832693,3273550
387500,0.0377010,0.8935030,0.0652194,0.0688052,3273550
387600,0.0322940,0.8826295,0.0663246,0.0737312,3273550
387700,0.0501207,0.8523363,0.0891379,0.0907083,3273550
387800,0.0343414,0.8815678,0.0679777,0.0641741,3273550
387900,0.0446623,0.8416518,0.0901367,0.0827223,3273550
388000,0.0474840,0.8529990,0.0872908,0.0720170,3273550
388100,0.0305979,0.8757689,0.0680512,0.0719088,3273550
388200,0.0473680,0.8496909,0.0885444,0.0979712,3273550
388300,0.0454148,0.8818743,0.0744991,0.0692718,3273550
388400,0.0361947,0.8714272,0.0731460,0.0683297,3273550
388500,0.0297506,0.8980550,0.0586284,0.0659226,3273550
388600,0.0353891,0.8620218,0.0764247,0.0789981,3273550
388700,0.0206082,0.9092084,0.0486815,0.0630980,3273550
388800,0.0428444,0.8905178,0.0694995,0.0683992,3273550
388900,0.0445542,0.8387173,0.0912456,0.0869423,3273550
389000,0.0289256,0.8111218,0.0929066,0.0890384,3273550
389100,0.0500496,0.8744017,0.0802691,0.0905459,3273550
389200,0.0334096,0.7682977,0.1127267,0.0870660,3273550
389300,0.0715614,0.8482641,0.1036312,0.0849786,3273550
389400,0.0282461,0.8557402,0.0746516,0.0830209,3273550
389500,0.0199717,0.8685738,0.0645535,0.0808580,3273550
389600,0.0436543,0.8770618,0.0753679,0.0645685,3273550
389700,0.0454072,0.8568743,0.0844946,0.0850636,3273550
389800,0.0231757,0.9043560,0.0521630,0.0631671,3273550
389900,0.0422021,0.8153864,0.0991667,0.0840152,3273550
390000,0.0429499,0.9402282,0.0496786,0.0545658,3273550
390100,0.0351134,0.7925018,0.1040673,0.0836799,3273550
390200,0.0234282,0.9122229,0.0491678,0.0798475,3273550
390300,0.0367443,0.9133120,0.0567218,0.0660174,3273550
390400,0.0322049,0.8659396,0.0729471,0.0704932,3273550
390500,0.0510526,0.8413576,0.0940885,0.0886366,3273550
390600,0.0386865,0.8814231,0.0706426,0.0733280,3273550
390700,0.0388569,0.8654565,0.0771316,0.0686397,3273550
390800,0.0485729,0.8101909,0.1050674,0.0838392,3273550
390900,0.0427946,0.7867072,0.1109939,0.0917537,3273550
391000,0.0317350,0.9016368,0.0583863,0.0786511,3273550
391100,0.0443958,0.8347994,0.0927177,0.0796129,3273550
391200,0.0250294,0.9296721,0.0431488,0.0822968,3273550
391300,0.0438153,0.8422027,0.0894081,0.0758890,3273550
391400,0.0449944,0.8875039,0.0719951,0.0816007,3273550
391500,0.0172539,0.9214736,0.0417629,0.0562057,3273550
391600,0.0154664,0.9194635,0.0414944,0.0658788,3273550
391700,0.0457444,0.8271583,0.0965833,0.0841119,3273550
391800,0.0497705,0.7882825,0.1145493,0.0916874,3273550
391900,0.0469384,0.8696769,0.0802922,0.0752059,3273550
392000,0.0360025,0.8432506,0.0843013,0.0842773,3273550
392100,0.0203674,0.9147459,0.0463221,0.0608302,3273550
392200,0.0451842,0.8830090,0.0739069,0.0708275,3273550
392300,0.0307818,0.7881185,0.1032217,0.0845768,3273550
392400,0.0399522,0.8306812,0.0916988,0.0952221,3273550
392500,0.0138971,0.9416099,0.0316943,0.0636073,3273550
392600,0.0160707,0.9245512,0.0398219,0.0702824,3273550
392700,0.0513570,0.8089232,0.1072449,0.0931635,3273550
392800,0.0536144,0.7128609,0.1470243,0.1075587,3273550
392900,0.0433287,0.8319861,0.0932028,0.0841829,3273550
393000,0.0303662,0.9042474,0.0565207,0.0626614,3273550
393100,0.0244343,0.9218325,0.0459276,0.0683495,3273550
393200,0.0444436,0.8509504,0.0862860,0.0807841,3273550
393300,0.0267081,0.9147442,0.0501272,0.0654792,3273550
393400,0.0425815,0.8366940,0.0908713,0.0824807,3273550
393500,0.0418759,0.8325133,0.0921202,0.0915064,3273550
393600,0.0394043,0.8709986,0.0752431,0.0722394,3273550
393700,0.0356500,0.8844693,0.0676023,0.0967978,3273550
393800,0.0382122,0.9043027,0.0612062,0.0822004,3273550
393900,0.0328240,0.7649307,0.1137222,0.0943849,3273550
394000,0.0568926,0.7753211,0.1240071,0.0992232,3273550
394100,0.0367208,0.8515290,0.0814209,0.0804300,3273550
394200,0.0362763,0.8955504,0.0635457,0.0735577,3273550
394300,0.0468622,0.7367748,0.1334074,0.0982398,3273550
394400,0.0304541,0.8017271,0.0975817,0.0852392,3273550
394500,0.0348477,0.8951280,0.0628574,0.0664695,3273550
394600,0.0430517,0.8387743,0.0903213,0.0787110,3273550
394700,0.0424080,0.7361495,0.1309850,0.1044821,3273550
394800,0.0500545,0.7599212,0.1260642,0.1136197,3273550
394900,0.0524099,0.8452297,0.0933540,0.0758634,3273550
395000,0.0471955,0.8258110,0.0979929,0.0960814,3273550
395100,0.0506130,0.7796906,0.1184916,0.0854470,3273550
395200,0.0388317,0.8801381,0.0712438,0.0719257,3273550
395300,0.0379164,0.8193185,0.0950224,0.0827197,3273550
395400,0.0352788,0.9082687,0.0578598,0.0703313,3273550
395500,0.0457015,0.7733209,0.1180925,0.0980966,3273550
395600,0.0490803,0.7891778,0.1137771,0.1036541,3273550
395700,0.0607137,0.7347913,0.1425117,0.1214549,3273550
395800,0.0361592,0.8664261,0.0751250,0.0706805,3273550
395900,0.0397189,0.8573405,0.0808951,0.0949561,3273550
396000,0.0450624,0.8240100,0.0974334,0.0869019,3273550
396100,0.0312660,0.9055135,0.0565542,0.0879547,3273550
396200,0.0292016,0.8969043,0.0587592,0.0829053,3273550
